project,finding_id,forecaster_id,response
RPP,40,te3uf,0.65
RPP,40,8c3m2,0.84
EERP,41,twtx3,0.85
EERP,41,nkrxt,0.86
EERP,41,e55r1,0.81
EERP,41,73iw9,0.91
EERP,41,vseev,0.7
EERP,41,ojv3u,0.69
EERP,41,est70,0.74
EERP,41,hb6po,0.1
EERP,41,nnt7j,0.71
EERP,41,hzdfh,0.77
EERP,41,c83fe,0.8
EERP,41,xeawl,0.6
EERP,41,yq7o5,0.3
EERP,41,zxq2m,0.61
EERP,41,13omk,0.2
EERP,41,0wkm1,0.9
EERP,41,airhg,1
EERP,41,6tqus,0.91
EERP,41,e7jpl,0.94
EERP,41,srdyi,0.71
EERP,41,l1ny0,0.3
EERP,41,yy0tr,0.4
EERP,41,4wny8,0.75
EERP,41,640xv,0.9
EERP,41,1eumn,0.96
EERP,41,bsdm3,0.96
EERP,41,gxs8h,0.84
EERP,41,vs5rv,0.55
EERP,41,23y9y,0.71
EERP,41,1qxbc,0.6
EERP,41,wdbuu,0.2
EERP,41,ukv7m,0.67
EERP,41,abbm3,0.88
EERP,41,o5y8s,0.77
EERP,41,udano,0.9
EERP,41,n4yii,0.92
EERP,41,gl5by,0.93
EERP,41,t6684,0.85
EERP,41,4cyw6,0.5
EERP,41,w35h2,0.3
EERP,41,mth37,0.7
EERP,41,co9tj,0.8
EERP,41,kbyj8,0.8
EERP,41,3wyjd,0.81
EERP,41,li32o,0.78
EERP,41,yu80t,0.68
EERP,41,ykpdn,0.8
EERP,41,vlwo2,0.52
EERP,41,kk8wj,0.81
EERP,41,7x1t2,0.9
EERP,41,wyroz,0.8
EERP,41,wtxxj,0.61
EERP,41,rj8s0,0.8
EERP,41,266hs,0.6
EERP,41,5lbsr,0.82
EERP,41,l21cs,0.6
EERP,41,88vzp,0.8
EERP,41,vbqxr,0.75
EERP,41,lemzd,0.5
EERP,41,ruceh,0.85
EERP,41,js45m,0.7
EERP,41,7jef0,0.3
EERP,41,ywvqt,0.85
EERP,41,5m7hn,0.8
EERP,41,gbch9,0.9
EERP,41,59y4m,0.8
EERP,41,ly5x3,0.7
EERP,41,aj8zc,0.7
EERP,41,44zdk,0.3
EERP,41,p6f2i,0.85
EERP,41,4a1in,0.35
EERP,41,jfk5q,0.76
EERP,41,egtyj,0.27
EERP,41,bwufd,0.6
EERP,41,wp1m5,0.71
EERP,41,qfpj2,0.5
EERP,41,vosox,0.8
EERP,41,watco,0.75
EERP,41,bemte,0.7
EERP,41,q98gq,1
EERP,41,zzu4t,0.9
EERP,41,6lz3m,0.71
EERP,41,x7s2u,0.8
EERP,41,smtm9,0.7
EERP,41,sj9qf,0.4
EERP,41,tzfdu,0.75
EERP,41,y0jnb,0.8
EERP,41,jo8en,0.2
EERP,41,sqify,0.77
EERP,41,af83g,0.49
EERP,41,hrd7q,0.7
EERP,41,f4uab,0.5
EERP,41,kykt5,0.5
EERP,41,lmekq,0.9
EERP,41,eptbq,0.91
EERP,41,f5j17,0.6
EERP,41,66pax,0.8
EERP,42,twtx3,0.5
EERP,42,nkrxt,0.45
EERP,42,e55r1,0.6
EERP,42,73iw9,0.61
EERP,42,vseev,0.45
EERP,42,ojv3u,0.19
EERP,42,est70,0.59
EERP,42,hb6po,0.48
EERP,42,nnt7j,0.56
EERP,42,hzdfh,0.8
EERP,42,c83fe,0.8
EERP,42,xeawl,0.33
EERP,42,yq7o5,0.5
EERP,42,zxq2m,0.1
EERP,42,13omk,0.32
EERP,42,0wkm1,0.5
EERP,42,airhg,0.5
EERP,42,6tqus,0.6
EERP,42,e7jpl,0.75
EERP,42,srdyi,0.57
EERP,42,l1ny0,0.9
EERP,42,yy0tr,0.09
EERP,42,4wny8,0.6
EERP,42,640xv,0.7
EERP,42,1eumn,0.61
EERP,42,bsdm3,0.86
EERP,42,gxs8h,0.82
EERP,42,vs5rv,0.27
EERP,42,23y9y,0.72
EERP,42,1qxbc,0.6
EERP,42,wdbuu,0.1
EERP,42,ukv7m,0.4
EERP,42,abbm3,0.4
EERP,42,o5y8s,0.4
EERP,42,udano,0.4
EERP,42,n4yii,0.81
EERP,42,gl5by,0.3
EERP,42,t6684,0.39
EERP,42,4cyw6,0.7
EERP,42,w35h2,0.3
EERP,42,mth37,0.47
EERP,42,co9tj,0.4
EERP,42,kbyj8,0.5
EERP,42,3wyjd,0.81
EERP,42,li32o,0.87
EERP,42,yu80t,0.37
EERP,42,ykpdn,0.5
EERP,42,vlwo2,0.23
EERP,42,kk8wj,0.91
EERP,42,7x1t2,0.51
EERP,42,wyroz,0.6
EERP,42,wtxxj,0.31
EERP,42,rj8s0,0.75
EERP,42,266hs,0.71
EERP,42,5lbsr,0.4
EERP,42,l21cs,0.7
EERP,42,88vzp,0.85
EERP,42,vbqxr,0.39
EERP,42,lemzd,0.6
EERP,42,ruceh,0.8
EERP,42,js45m,0.25
EERP,42,7jef0,0.9
EERP,42,ywvqt,0.29
EERP,42,5m7hn,0.7
EERP,42,gbch9,0.4
EERP,42,59y4m,0.61
EERP,42,ly5x3,0.7
EERP,42,aj8zc,0.3
EERP,42,44zdk,0.2
EERP,42,p6f2i,0.5
EERP,42,4a1in,0.37
EERP,42,jfk5q,0.73
EERP,42,egtyj,0.23
EERP,42,bwufd,0.5
EERP,42,wp1m5,0.85
EERP,42,qfpj2,0.5
EERP,42,vosox,0.95
EERP,42,watco,0.5
EERP,42,bemte,0.91
EERP,42,q98gq,0.2
EERP,42,zzu4t,0.9
EERP,42,6lz3m,0.31
EERP,42,x7s2u,0.71
EERP,42,smtm9,0.6
EERP,42,sj9qf,0.6
EERP,42,tzfdu,0.5
EERP,42,y0jnb,0.9
EERP,42,jo8en,0.15
EERP,42,sqify,0.6
EERP,42,af83g,0.3
EERP,42,hrd7q,0.65
EERP,42,f4uab,0.61
EERP,42,kykt5,0.4
EERP,42,lmekq,0.6
EERP,42,eptbq,0.5
EERP,42,f5j17,0.65
EERP,42,66pax,0.74
EERP,43,twtx3,0.95
EERP,43,nkrxt,0.88
EERP,43,e55r1,0.95
EERP,43,73iw9,0.5
EERP,43,vseev,0.74
EERP,43,ojv3u,0.81
EERP,43,est70,0.82
EERP,43,hb6po,0.04
EERP,43,nnt7j,0.81
EERP,43,hzdfh,0.92
EERP,43,c83fe,0.9
EERP,43,xeawl,0.86
EERP,43,yq7o5,0.81
EERP,43,zxq2m,0.8
EERP,43,13omk,0.86
EERP,43,0wkm1,0.5
EERP,43,airhg,0.65
EERP,43,6tqus,0.67
EERP,43,e7jpl,0.86
EERP,43,srdyi,0.9
EERP,43,l1ny0,1
EERP,43,yy0tr,0.91
EERP,43,4wny8,0.8
EERP,43,640xv,0.95
EERP,43,1eumn,0.8
EERP,43,bsdm3,0.99
EERP,43,gxs8h,0.91
EERP,43,vs5rv,0.82
EERP,43,23y9y,0.92
EERP,43,1qxbc,0.9
EERP,43,wdbuu,0.6
EERP,43,ukv7m,0.7
EERP,43,abbm3,0.9
EERP,43,o5y8s,0.95
EERP,43,udano,0.95
EERP,43,n4yii,0.83
EERP,43,gl5by,0.94
EERP,43,t6684,0.97
EERP,43,4cyw6,0.9
EERP,43,w35h2,0.8
EERP,43,mth37,0.8
EERP,43,co9tj,0.7
EERP,43,kbyj8,0.9
EERP,43,3wyjd,0.81
EERP,43,li32o,0.87
EERP,43,yu80t,0.69
EERP,43,ykpdn,0.91
EERP,43,vlwo2,0.69
EERP,43,kk8wj,0.81
EERP,43,7x1t2,0.94
EERP,43,wyroz,0.8
EERP,43,wtxxj,0.79
EERP,43,rj8s0,0.88
EERP,43,266hs,0.72
EERP,43,5lbsr,0.73
EERP,43,l21cs,0.8
EERP,43,88vzp,0.89
EERP,43,vbqxr,0.9
EERP,43,lemzd,0.46
EERP,43,ruceh,0.9
EERP,43,js45m,0.92
EERP,43,7jef0,0.91
EERP,43,ywvqt,0.65
EERP,43,5m7hn,0.93
EERP,43,gbch9,0.94
EERP,43,59y4m,0.82
EERP,43,ly5x3,0.7
EERP,43,aj8zc,0.6
EERP,43,44zdk,0.8
EERP,43,p6f2i,0.9
EERP,43,4a1in,0.79
EERP,43,jfk5q,0.89
EERP,43,egtyj,0.73
EERP,43,bwufd,0.86
EERP,43,wp1m5,0.77
EERP,43,qfpj2,0.95
EERP,43,vosox,0.99
EERP,43,watco,0.94
EERP,43,bemte,0.95
EERP,43,q98gq,1
EERP,43,zzu4t,0.9
EERP,43,6lz3m,0.83
EERP,43,x7s2u,0.8
EERP,43,smtm9,0.96
EERP,43,sj9qf,0.97
EERP,43,tzfdu,0.5
EERP,43,y0jnb,1
EERP,43,jo8en,0.6
EERP,43,sqify,0.78
EERP,43,af83g,0.76
EERP,43,hrd7q,0.79
EERP,43,f4uab,0.65
EERP,43,kykt5,0.55
EERP,43,lmekq,0.9
EERP,43,eptbq,0.18
EERP,43,f5j17,0.45
EERP,43,66pax,0.86
EERP,44,twtx3,0.5
EERP,44,nkrxt,0.41
EERP,44,e55r1,0.71
EERP,44,73iw9,0.7
EERP,44,vseev,0.74
EERP,44,ojv3u,0.5
EERP,44,est70,0.73
EERP,44,hb6po,0.59
EERP,44,nnt7j,0.7
EERP,44,hzdfh,0.9
EERP,44,c83fe,0.5
EERP,44,xeawl,0.33
EERP,44,yq7o5,0.75
EERP,44,zxq2m,0.7
EERP,44,13omk,0.92
EERP,44,0wkm1,0.5
EERP,44,airhg,0.5
EERP,44,6tqus,0.76
EERP,44,e7jpl,0.9
EERP,44,srdyi,0.6
EERP,44,l1ny0,1
EERP,44,yy0tr,0.91
EERP,44,4wny8,0.65
EERP,44,640xv,0.95
EERP,44,1eumn,0.59
EERP,44,bsdm3,0.96
EERP,44,gxs8h,0.87
EERP,44,vs5rv,0.74
EERP,44,23y9y,0.82
EERP,44,1qxbc,0.7
EERP,44,wdbuu,0.81
EERP,44,ukv7m,0.71
EERP,44,abbm3,0.67
EERP,44,o5y8s,0.9
EERP,44,udano,0.71
EERP,44,n4yii,0.75
EERP,44,gl5by,0.3
EERP,44,t6684,0.77
EERP,44,4cyw6,0.7
EERP,44,w35h2,0.82
EERP,44,mth37,0.8
EERP,44,co9tj,0.6
EERP,44,kbyj8,0.85
EERP,44,3wyjd,0.81
EERP,44,li32o,0.88
EERP,44,yu80t,0.76
EERP,44,ykpdn,0.8
EERP,44,vlwo2,0.31
EERP,44,kk8wj,0.5
EERP,44,7x1t2,0.9
EERP,44,wyroz,0.4
EERP,44,wtxxj,0.73
EERP,44,rj8s0,0.75
EERP,44,266hs,0.61
EERP,44,5lbsr,0.92
EERP,44,l21cs,0.9
EERP,44,88vzp,0.71
EERP,44,vbqxr,0.86
EERP,44,lemzd,0.64
EERP,44,ruceh,0.9
EERP,44,js45m,0.71
EERP,44,7jef0,0.8
EERP,44,ywvqt,0.69
EERP,44,5m7hn,0.78
EERP,44,gbch9,0.85
EERP,44,59y4m,0.71
EERP,44,ly5x3,0.9
EERP,44,aj8zc,0.8
EERP,44,44zdk,0.7
EERP,44,p6f2i,0.7
EERP,44,4a1in,0.69
EERP,44,jfk5q,0.84
EERP,44,egtyj,0.32
EERP,44,bwufd,0.6
EERP,44,wp1m5,0.85
EERP,44,qfpj2,0.75
EERP,44,vosox,0.8
EERP,44,watco,0.89
EERP,44,bemte,0.71
EERP,44,q98gq,0.3
EERP,44,zzu4t,0.9
EERP,44,6lz3m,0.81
EERP,44,x7s2u,0.49
EERP,44,smtm9,0.84
EERP,44,sj9qf,0.97
EERP,44,tzfdu,0.5
EERP,44,y0jnb,1
EERP,44,jo8en,0.6
EERP,44,sqify,0.75
EERP,44,af83g,0.7
EERP,44,hrd7q,0.5
EERP,44,f4uab,0.61
EERP,44,kykt5,0.28
EERP,44,lmekq,0.87
EERP,44,eptbq,0.98
EERP,44,f5j17,0.5
EERP,44,66pax,0.74
EERP,45,twtx3,0.8
EERP,45,nkrxt,0.19
EERP,45,e55r1,0.7
EERP,45,73iw9,1
EERP,45,vseev,0.6
EERP,45,ojv3u,0.71
EERP,45,est70,0.34
EERP,45,hb6po,0.61
EERP,45,nnt7j,0.71
EERP,45,hzdfh,0.5
EERP,45,c83fe,0.9
EERP,45,xeawl,0.48
EERP,45,yq7o5,0.8
EERP,45,zxq2m,0.7
EERP,45,13omk,0.37
EERP,45,0wkm1,0.49
EERP,45,airhg,0.4
EERP,45,6tqus,0.64
EERP,45,e7jpl,0.75
EERP,45,srdyi,0.35
EERP,45,l1ny0,0.9
EERP,45,yy0tr,0.76
EERP,45,4wny8,0.75
EERP,45,640xv,0.9
EERP,45,1eumn,0.9
EERP,45,bsdm3,0.98
EERP,45,gxs8h,0.85
EERP,45,vs5rv,0.65
EERP,45,23y9y,0.83
EERP,45,1qxbc,0.8
EERP,45,wdbuu,0.61
EERP,45,ukv7m,0.77
EERP,45,abbm3,0.39
EERP,45,o5y8s,0.7
EERP,45,udano,0.81
EERP,45,n4yii,0.73
EERP,45,gl5by,0.7
EERP,45,t6684,0.85
EERP,45,4cyw6,0.8
EERP,45,w35h2,0.61
EERP,45,mth37,0.7
EERP,45,co9tj,0.9
EERP,45,kbyj8,0.75
EERP,45,3wyjd,0.8
EERP,45,li32o,0.89
EERP,45,yu80t,0.68
EERP,45,ykpdn,0.46
EERP,45,vlwo2,0.62
EERP,45,kk8wj,0.96
EERP,45,7x1t2,0.85
EERP,45,wyroz,0.55
EERP,45,wtxxj,0.27
EERP,45,rj8s0,0.4
EERP,45,266hs,0.83
EERP,45,5lbsr,0.44
EERP,45,l21cs,0.61
EERP,45,88vzp,0.75
EERP,45,vbqxr,0.86
EERP,45,lemzd,0.71
EERP,45,ruceh,0.8
EERP,45,js45m,0.41
EERP,45,7jef0,0.39
EERP,45,ywvqt,0.87
EERP,45,5m7hn,0.7
EERP,45,gbch9,0.9
EERP,45,59y4m,0.92
EERP,45,ly5x3,0.75
EERP,45,aj8zc,0.65
EERP,45,44zdk,0.5
EERP,45,p6f2i,0.9
EERP,45,4a1in,0.59
EERP,45,jfk5q,0.74
EERP,45,egtyj,0.3
EERP,45,bwufd,0.73
EERP,45,wp1m5,0.75
EERP,45,qfpj2,0.75
EERP,45,vosox,0.85
EERP,45,watco,0.74
EERP,45,bemte,1
EERP,45,q98gq,1
EERP,45,zzu4t,0.9
EERP,45,6lz3m,0.52
EERP,45,x7s2u,0.5
EERP,45,smtm9,0.32
EERP,45,sj9qf,0.7
EERP,45,tzfdu,0.5
EERP,45,y0jnb,0.7
EERP,45,jo8en,0.45
EERP,45,sqify,0.63
EERP,45,af83g,0.4
EERP,45,hrd7q,0.68
EERP,45,f4uab,0.79
EERP,45,kykt5,0.21
EERP,45,lmekq,0.9
EERP,45,eptbq,0.91
EERP,45,f5j17,0.75
EERP,45,66pax,0.69
EERP,46,twtx3,0.96
EERP,46,nkrxt,0.35
EERP,46,e55r1,0.91
EERP,46,73iw9,0.7
EERP,46,vseev,0.92
EERP,46,ojv3u,0.81
EERP,46,est70,0.86
EERP,46,hb6po,0.7
EERP,46,nnt7j,0.92
EERP,46,hzdfh,0.6
EERP,46,c83fe,0.5
EERP,46,xeawl,0.22
EERP,46,yq7o5,0.81
EERP,46,zxq2m,0.7
EERP,46,13omk,0.86
EERP,46,0wkm1,0.5
EERP,46,airhg,0.5
EERP,46,6tqus,0.5
EERP,46,e7jpl,0.81
EERP,46,srdyi,0.8
EERP,46,l1ny0,0.6
EERP,46,yy0tr,0.9
EERP,46,4wny8,0.9
EERP,46,640xv,0.95
EERP,46,1eumn,0.61
EERP,46,bsdm3,0.99
EERP,46,gxs8h,0.86
EERP,46,vs5rv,0.9
EERP,46,23y9y,0.92
EERP,46,1qxbc,0.5
EERP,46,wdbuu,0.5
EERP,46,ukv7m,0.81
EERP,46,abbm3,0.93
EERP,46,o5y8s,0.94
EERP,46,udano,0.98
EERP,46,n4yii,0.71
EERP,46,gl5by,0.85
EERP,46,t6684,0.87
EERP,46,4cyw6,0.7
EERP,46,w35h2,0.98
EERP,46,mth37,0.9
EERP,46,co9tj,0.7
EERP,46,kbyj8,0.85
EERP,46,3wyjd,0.81
EERP,46,li32o,0.84
EERP,46,yu80t,0.82
EERP,46,ykpdn,0.75
EERP,46,vlwo2,0.39
EERP,46,kk8wj,0.71
EERP,46,7x1t2,0.85
EERP,46,wyroz,0.41
EERP,46,wtxxj,0.81
EERP,46,rj8s0,0.85
EERP,46,266hs,0.62
EERP,46,5lbsr,0.6
EERP,46,l21cs,0.81
EERP,46,88vzp,0.8
EERP,46,vbqxr,0.85
EERP,46,lemzd,0.6
EERP,46,ruceh,0.85
EERP,46,js45m,0.94
EERP,46,7jef0,0.49
EERP,46,ywvqt,0.5
EERP,46,5m7hn,0.6
EERP,46,gbch9,0.9
EERP,46,59y4m,0.61
EERP,46,ly5x3,0.6
EERP,46,aj8zc,0.6
EERP,46,44zdk,0.8
EERP,46,p6f2i,0.8
EERP,46,4a1in,0.74
EERP,46,jfk5q,0.73
EERP,46,egtyj,0.67
EERP,46,bwufd,0.75
EERP,46,wp1m5,0.9
EERP,46,qfpj2,0.5
EERP,46,vosox,0.8
EERP,46,watco,0.84
EERP,46,bemte,0.6
EERP,46,q98gq,0.81
EERP,46,zzu4t,0.9
EERP,46,6lz3m,0.51
EERP,46,x7s2u,0.5
EERP,46,smtm9,0.91
EERP,46,sj9qf,0.95
EERP,46,tzfdu,0.6
EERP,46,y0jnb,1
EERP,46,jo8en,0.7
EERP,46,sqify,0.45
EERP,46,af83g,0.82
EERP,46,hrd7q,0.75
EERP,46,f4uab,0.62
EERP,46,kykt5,0.4
EERP,46,lmekq,0.8
EERP,46,eptbq,0.5
EERP,46,f5j17,0.35
EERP,46,66pax,0.74
EERP,47,twtx3,0.97
EERP,47,nkrxt,0.29
EERP,47,e55r1,0.95
EERP,47,73iw9,0.7
EERP,47,vseev,0.48
EERP,47,ojv3u,0.61
EERP,47,est70,0.26
EERP,47,hb6po,0.71
EERP,47,nnt7j,0.59
EERP,47,hzdfh,0.65
EERP,47,c83fe,0.5
EERP,47,xeawl,0.14
EERP,47,yq7o5,0.71
EERP,47,zxq2m,0.4
EERP,47,13omk,0.62
EERP,47,0wkm1,0.5
EERP,47,airhg,0.5
EERP,47,6tqus,0.68
EERP,47,e7jpl,0.84
EERP,47,srdyi,0.75
EERP,47,l1ny0,0.75
EERP,47,yy0tr,0.68
EERP,47,4wny8,0.5
EERP,47,640xv,0.95
EERP,47,1eumn,0.9
EERP,47,bsdm3,0.81
EERP,47,gxs8h,0.9
EERP,47,vs5rv,0.69
EERP,47,23y9y,0.82
EERP,47,1qxbc,0.59
EERP,47,wdbuu,0.71
EERP,47,ukv7m,0.66
EERP,47,abbm3,0.87
EERP,47,o5y8s,0.89
EERP,47,udano,0.98
EERP,47,n4yii,0.92
EERP,47,gl5by,0.4
EERP,47,t6684,0.76
EERP,47,4cyw6,0.8
EERP,47,w35h2,0.87
EERP,47,mth37,0.8
EERP,47,co9tj,0.5
EERP,47,kbyj8,0.85
EERP,47,3wyjd,0.8
EERP,47,li32o,0.87
EERP,47,yu80t,0.44
EERP,47,ykpdn,0.9
EERP,47,vlwo2,0.8
EERP,47,kk8wj,0.29
EERP,47,7x1t2,0.9
EERP,47,wyroz,0.75
EERP,47,wtxxj,0.63
EERP,47,rj8s0,0.75
EERP,47,266hs,0.43
EERP,47,5lbsr,0.57
EERP,47,l21cs,0.75
EERP,47,88vzp,0.8
EERP,47,vbqxr,0.83
EERP,47,lemzd,0.8
EERP,47,ruceh,0.8
EERP,47,js45m,0.39
EERP,47,7jef0,0.5
EERP,47,ywvqt,0.7
EERP,47,5m7hn,0.95
EERP,47,gbch9,0.93
EERP,47,59y4m,0.72
EERP,47,ly5x3,0.75
EERP,47,aj8zc,0.75
EERP,47,44zdk,0.85
EERP,47,p6f2i,0.7
EERP,47,4a1in,0.69
EERP,47,jfk5q,0.71
EERP,47,egtyj,0.36
EERP,47,bwufd,0.45
EERP,47,wp1m5,0.72
EERP,47,qfpj2,0.5
EERP,47,vosox,0.65
EERP,47,watco,0.83
EERP,47,bemte,0.8
EERP,47,q98gq,0.5
EERP,47,zzu4t,0.92
EERP,47,6lz3m,0.9
EERP,47,x7s2u,0.5
EERP,47,smtm9,0.45
EERP,47,sj9qf,0.95
EERP,47,tzfdu,0.5
EERP,47,y0jnb,1
EERP,47,jo8en,0.6
EERP,47,sqify,0.74
EERP,47,af83g,0.52
EERP,47,hrd7q,0.78
EERP,47,f4uab,0.6
EERP,47,kykt5,0.35
EERP,47,lmekq,0.8
EERP,47,eptbq,0.7
EERP,47,f5j17,0.26
EERP,47,66pax,0.84
EERP,48,twtx3,0.95
EERP,48,nkrxt,0.81
EERP,48,e55r1,0.97
EERP,48,73iw9,0.81
EERP,48,vseev,0.85
EERP,48,ojv3u,0.9
EERP,48,est70,0.81
EERP,48,hb6po,0.53
EERP,48,nnt7j,0.78
EERP,48,hzdfh,0.8
EERP,48,c83fe,0.8
EERP,48,xeawl,0.83
EERP,48,yq7o5,0.6
EERP,48,zxq2m,0.81
EERP,48,13omk,0.95
EERP,48,0wkm1,0.5
EERP,48,airhg,0.7
EERP,48,6tqus,0.7
EERP,48,e7jpl,0.85
EERP,48,srdyi,0.91
EERP,48,l1ny0,0.9
EERP,48,yy0tr,0.92
EERP,48,4wny8,0.8
EERP,48,640xv,0.99
EERP,48,1eumn,0.89
EERP,48,bsdm3,0.99
EERP,48,gxs8h,0.88
EERP,48,vs5rv,0.92
EERP,48,23y9y,0.91
EERP,48,1qxbc,0.59
EERP,48,wdbuu,0.9
EERP,48,ukv7m,0.9
EERP,48,abbm3,0.39
EERP,48,o5y8s,1
EERP,48,udano,0.97
EERP,48,n4yii,0.71
EERP,48,gl5by,0.94
EERP,48,t6684,0.97
EERP,48,4cyw6,0.85
EERP,48,w35h2,0.96
EERP,48,mth37,0.8
EERP,48,co9tj,0.5
EERP,48,kbyj8,0.95
EERP,48,3wyjd,0.8
EERP,48,li32o,0.9
EERP,48,yu80t,0.62
EERP,48,ykpdn,0.95
EERP,48,vlwo2,0.73
EERP,48,kk8wj,0.5
EERP,48,7x1t2,0.92
EERP,48,wyroz,0.9
EERP,48,wtxxj,0.71
EERP,48,rj8s0,0.9
EERP,48,266hs,0.56
EERP,48,5lbsr,0.4
EERP,48,l21cs,0.85
EERP,48,88vzp,0.85
EERP,48,vbqxr,0.89
EERP,48,lemzd,0.63
EERP,48,ruceh,0.9
EERP,48,js45m,0.98
EERP,48,7jef0,1
EERP,48,ywvqt,0.8
EERP,48,5m7hn,0.91
EERP,48,gbch9,0.8
EERP,48,59y4m,0.92
EERP,48,ly5x3,0.96
EERP,48,aj8zc,0.8
EERP,48,44zdk,0.85
EERP,48,p6f2i,0.7
EERP,48,4a1in,0.91
EERP,48,jfk5q,0.7
EERP,48,egtyj,0.79
EERP,48,bwufd,0.85
EERP,48,wp1m5,0.93
EERP,48,qfpj2,0.5
EERP,48,vosox,0.85
EERP,48,watco,0.93
EERP,48,bemte,0.8
EERP,48,q98gq,0.55
EERP,48,zzu4t,0.92
EERP,48,6lz3m,0.62
EERP,48,x7s2u,0.5
EERP,48,smtm9,0.97
EERP,48,sj9qf,0.99
EERP,48,tzfdu,0.7
EERP,48,y0jnb,1
EERP,48,jo8en,0.9
EERP,48,sqify,0.83
EERP,48,af83g,0.79
EERP,48,hrd7q,0.75
EERP,48,f4uab,0.6
EERP,48,kykt5,0.45
EERP,48,lmekq,0.95
EERP,48,eptbq,0.92
EERP,48,f5j17,0.4
EERP,48,66pax,0.92
EERP,49,twtx3,0.8
EERP,49,nkrxt,0.4
EERP,49,e55r1,0.81
EERP,49,73iw9,0.4
EERP,49,vseev,0.53
EERP,49,ojv3u,0.65
EERP,49,est70,0.72
EERP,49,hb6po,0.12
EERP,49,nnt7j,0.66
EERP,49,hzdfh,0.61
EERP,49,c83fe,0.8
EERP,49,xeawl,0.75
EERP,49,yq7o5,0.61
EERP,49,zxq2m,0.65
EERP,49,13omk,0.6
EERP,49,0wkm1,0.49
EERP,49,airhg,0.4
EERP,49,6tqus,0.74
EERP,49,e7jpl,0.84
EERP,49,srdyi,0.9
EERP,49,l1ny0,0.75
EERP,49,yy0tr,0.82
EERP,49,4wny8,0.75
EERP,49,640xv,0.75
EERP,49,1eumn,0.9
EERP,49,bsdm3,0.97
EERP,49,gxs8h,0.87
EERP,49,vs5rv,0.83
EERP,49,23y9y,0.64
EERP,49,1qxbc,0.9
EERP,49,wdbuu,0.71
EERP,49,ukv7m,0.6
EERP,49,abbm3,0.3
EERP,49,o5y8s,0.69
EERP,49,udano,0.92
EERP,49,n4yii,0.7
EERP,49,gl5by,0.85
EERP,49,t6684,0.63
EERP,49,4cyw6,0.75
EERP,49,w35h2,0.56
EERP,49,mth37,0.7
EERP,49,co9tj,0.6
EERP,49,kbyj8,0.8
EERP,49,3wyjd,0.8
EERP,49,li32o,0.9
EERP,49,yu80t,0.44
EERP,49,ykpdn,0.5
EERP,49,vlwo2,0.68
EERP,49,kk8wj,0.2
EERP,49,7x1t2,0.91
EERP,49,wyroz,0.71
EERP,49,wtxxj,0.55
EERP,49,rj8s0,0.7
EERP,49,266hs,0.69
EERP,49,5lbsr,0.4
EERP,49,l21cs,0.75
EERP,49,88vzp,0.8
EERP,49,vbqxr,0.86
EERP,49,lemzd,0.7
EERP,49,ruceh,0.7
EERP,49,js45m,0.57
EERP,49,7jef0,0.52
EERP,49,ywvqt,0.6
EERP,49,5m7hn,0.91
EERP,49,gbch9,0.91
EERP,49,59y4m,1
EERP,49,ly5x3,0.71
EERP,49,aj8zc,0.65
EERP,49,44zdk,0.4
EERP,49,p6f2i,0.6
EERP,49,4a1in,0.62
EERP,49,jfk5q,0.65
EERP,49,egtyj,0.36
EERP,49,bwufd,0.78
EERP,49,wp1m5,0.68
EERP,49,qfpj2,0.9
EERP,49,vosox,0.89
EERP,49,watco,0.84
EERP,49,bemte,0.86
EERP,49,q98gq,0.61
EERP,49,zzu4t,0.91
EERP,49,6lz3m,0.76
EERP,49,x7s2u,0.53
EERP,49,smtm9,0.95
EERP,49,sj9qf,0.85
EERP,49,tzfdu,0.5
EERP,49,y0jnb,1
EERP,49,jo8en,0.6
EERP,49,sqify,0.38
EERP,49,af83g,0.5
EERP,49,hrd7q,0.55
EERP,49,f4uab,0.76
EERP,49,kykt5,0.22
EERP,49,lmekq,0.85
EERP,49,eptbq,0.11
EERP,49,f5j17,0.43
EERP,49,66pax,0.64
EERP,50,twtx3,1
EERP,50,nkrxt,0.85
EERP,50,e55r1,0.95
EERP,50,73iw9,1
EERP,50,vseev,0.95
EERP,50,ojv3u,0.94
EERP,50,est70,0.93
EERP,50,hb6po,0.79
EERP,50,nnt7j,0.97
EERP,50,hzdfh,0.95
EERP,50,c83fe,0.9
EERP,50,xeawl,0.15
EERP,50,yq7o5,0.54
EERP,50,zxq2m,0.85
EERP,50,13omk,0.99
EERP,50,0wkm1,0.91
EERP,50,airhg,0.6
EERP,50,6tqus,0.63
EERP,50,e7jpl,0.95
EERP,50,srdyi,0.98
EERP,50,l1ny0,1
EERP,50,yy0tr,1
EERP,50,4wny8,0.7
EERP,50,640xv,0.99
EERP,50,1eumn,0.98
EERP,50,bsdm3,1
EERP,50,gxs8h,0.95
EERP,50,vs5rv,0.92
EERP,50,23y9y,0.41
EERP,50,1qxbc,0.8
EERP,50,wdbuu,0.99
EERP,50,ukv7m,0.95
EERP,50,abbm3,0.78
EERP,50,o5y8s,0.99
EERP,50,udano,1
EERP,50,n4yii,1
EERP,50,gl5by,0.93
EERP,50,t6684,0.98
EERP,50,4cyw6,0.9
EERP,50,w35h2,1
EERP,50,mth37,0.97
EERP,50,co9tj,0.7
EERP,50,kbyj8,0.98
EERP,50,3wyjd,0.81
EERP,50,li32o,0.96
EERP,50,yu80t,0.94
